Номер варианта;ID;INCOME_BASE_TYPE;CREDIT_PURPOSE;INSURANCE_FLAG;DTI;SEX;FULL_AGE_CHILD_NUMBER;DEPENDANT_NUMBER;EDUCATION;EMPL_TYPE;EMPL_SIZE;BANKACCOUNT_FLAG;Period_at_work;age;EMPL_PROPERTY;EMPL_FORM;FAMILY_STATUS;max90days;max60days;max30days;max21days;max14days;avg_num_delay;if_zalog;num_AccountActive180;num_AccountActive90;num_AccountActive60;Active_to_All_prc;numAccountActiveAll;numAccountClosed;sum_of_paym_months;all_credits;Active_not_cc;own_closed;min_MnthAfterLoan;max_MnthAfterLoan;dlq_exist;thirty_in_a_year;sixty_in_a_year;ninety_in_a_year;thirty_vintage;sixty_vintage;ninety_vintage
5;1002005;Поступление зарплаты на счет;Отпуск;1;0.25;мужской;0;0;высшее;специалист;>250;0;55;27;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1002025;Поступление зарплаты на счет;Покупка бытовой техники;1;0.1;мужской;0;0;высшее;специалист;>250;0;24;56;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1002045;Поступление зарплаты на счет;Покупка автомобиля;0;0.27;мужской;0;0;высшее;менеджер среднего звена;>250;0;199;40;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1002065;2НДФЛ;Другое;1;0.44;женский;0;0;высшее;менеджер по продажам;>250;3;39;28;Торговля;ЗАО;гражданский брак;2;2;2;1;1;0;0;0;0;0;0.6;3;2;53;5;1;0;8;34;0;0;0;0;0;0;0
5;1002085;Форма банка (без печати работодателя);Покупка бытовой техники;1;0.43;мужской;2;0;среднее-специальное;рабочий;>250;0;169;36;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1002105;2НДФЛ;Ремонт;1;0.49;мужской;0;0;высшее;рабочий;>250;1;10;29;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1002125;Поступление зарплаты на счет;Ремонт;1;0.59;женский;0;0;высшее;вспомогательный персонал;>250;1;83;45;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1002145;Форма банка (без печати работодателя);Покупка мебели;0;0.54;мужской;0;0;высшее;менеджер среднего звена;>250;0;153;58;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1002165;Поступление зарплаты на счет;Покупка мебели;1;0.33;женский;0;0;высшее;специалист;>250;1;102;35;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1002185;Поступление зарплаты на счет;Ремонт;0;0.52;мужской;0;0;высшее;специалист;>250;3;57;25;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1002205;Свободная форма с печатью работодателя;Ремонт;0;0.17;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1002225;Форма банка (без печати работодателя);Ремонт;0;0.2;мужской;2;0;высшее;менеджер высшего звена;< 50;0;55;36;Другое;ООО;женат / замужем;1;1;1;0;0;0.0921658986;1;0;0;0;0.5;3;1;197;4;1;0;73;93;1;0;0;0;0;0;0
5;1002245;Поступление зарплаты на счет;Ремонт;0;0.33;мужской;0;0;высшее;торговый представитель;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1002265;2НДФЛ;Покупка автомобиля;1;0.45;мужской;1;0;среднее;торговый представитель;>250;0;12;30;Торговля;ООО;женат / замужем;1;0;0;0;0;0.0357142857;0;0;0;0;0.2;1;4;81;5;0;0;18;67;1;0;0;0;0;0;0
5;1002285;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.45;мужской;1;0;высшее;рабочий;>250;0;89;32;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1002305;Форма банка (без печати работодателя);Ремонт;0;0.33;мужской;0;0;второе высшее;вспомогательный персонал;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1002325;2НДФЛ;Ремонт;1;0.55;женский;0;0;среднее-специальное;вспомогательный персонал;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1002345;Свободная форма с печатью работодателя;Ремонт;0;0.26;мужской;0;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1002365;Поступление зарплаты на счет;Покупка автомобиля;1;0.31;мужской;2;0;среднее-специальное;рабочий;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1002385;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.52;мужской;2;0;высшее;специалист;>250;0;53;31;Информационные технологии;ООО;женат / замужем;1;1;0;0;0;0;1;0;0;0;0.2222222222;2;7;103;9;1;1;12;101;0;0;0;0;0;0;0
5;1002405;Форма банка (без печати работодателя);Ремонт;1;0.59;женский;0;0;высшее;менеджер по продажам;>250;0;162;46;Другое;ООО;холост / не замужем;1;0;0;0;0;0.0042735043;1;0;0;0;0.5;5;3;233;8;2;1;7;78;1;0;0;0;0;0;0
5;1002425;2НДФЛ;Покупка недвижимости/ строительство;1;0.5;женский;0;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1002445;Форма банка (без печати работодателя);Ремонт;1;0.52;женский;2;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;31;31;Торговля;ОАО;женат / замужем;1;0;0;0;0;0.0062111801;0;0;0;0;0.5;3;3;160;6;2;0;10;100;1;0;0;0;0;0;0
5;1002465;Форма банка (без печати работодателя);Ремонт;0;0.39;мужской;2;0;высшее;специалист;>250;0;74;27;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1002485;Поступление зарплаты на счет;Покупка автомобиля;0;0.3;женский;0;0;высшее;специалист;>250;1;18;34;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1002505;2НДФЛ;Ремонт;0;0.49;женский;1;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;127;34;Другое;Государственное предприятие;женат / замужем;1;1;0;0;0;0.0196078431;0;1;0;0;0.2857142857;4;10;200;14;2;2;3;112;1;0;0;0;0;0;0
5;1002525;2НДФЛ;Ремонт;0;0.4;женский;2;0;высшее;специалист;>250;1;17;41;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1002545;Поступление зарплаты на счет;Ремонт;1;0.21;мужской;0;0;высшее;менеджер среднего звена;>250;0;8;42;Торговля;ЗАО;женат / замужем;1;1;1;1;1;0.0068728522;1;0;0;0;0.1111111111;1;8;289;9;1;4;19;102;1;0;0;0;0;0;0
5;1002565;Поступление зарплаты на счет;Другое;1;0.17;женский;0;0;высшее;менеджер среднего звена;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1002585;2НДФЛ;Отпуск;1;0.24;женский;1;0;второе высшее;специалист;< 50;1;9;48;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1002605;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.59;мужской;1;0;высшее;специалист;>250;0;6;51;Торговля;ООО;женат / замужем;0;0;0;0;0;0.137254902;0;0;0;0;0.5;2;2;44;4;1;0;14;52;1;1;1;1;0;0;0
5;1002625;Форма банка (без печати работодателя);Ремонт;1;0.59;женский;1;0;высшее;специалист;>250;0;176;41;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1002645;Форма банка (без печати работодателя);Ремонт;1;0.26;мужской;1;0;среднее-специальное;вспомогательный персонал;>250;0;189;40;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1002665;Форма банка (без печати работодателя);Ремонт;0;0.57;мужской;2;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1002685;2НДФЛ;Ремонт;1;0.48;женский;0;0;высшее;менеджер среднего звена;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1002705;2НДФЛ;Ремонт;1;0.58;женский;0;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1002725;2НДФЛ;Ремонт;0;0.49;женский;1;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1002745;Свободная форма с печатью работодателя;Ремонт;1;0.47;женский;0;0;высшее;специалист;>250;0;77;29;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1002765;Поступление зарплаты на счет;Покупка автомобиля;0;0.28;женский;1;0;среднее-специальное;торговый представитель;>250;1;21;31;Другое;ООО;женат / замужем;0;0;0;0;0;0;0;0;0;0;1;1;0;14;1;1;0;13;13;0;0;0;0;0;0;0
5;1002785;2НДФЛ;Ремонт;0;0.39;женский;0;0;высшее;менеджер среднего звена;< 50;0;82;31;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1002805;Поступление зарплаты на счет;Лечение;1;0.17;женский;0;0;высшее;торговый представитель;>250;0;20;27;Другое;ООО;холост / не замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
5;1002825;Поступление зарплаты на счет;Отпуск;0;0.59;женский;0;0;высшее;менеджер среднего звена;>250;1;42;28;Другое;ООО;женат / замужем;1;0;0;0;0;0;0;0;0;0;0.6666666667;4;2;104;6;1;1;5;28;0;0;0;0;0;0;0
5;1002845;2НДФЛ;Покупка автомобиля;0;0.56;женский;0;0;высшее;специалист;>250;1;28;30;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1002865;Форма банка (без печати работодателя);Ремонт;1;0.49;женский;0;0;высшее;менеджер среднего звена;>250;0;121;44;Другое;Государственное предприятие;холост / не замужем;2;1;1;1;1;0;0;1;1;0;0.25;1;3;71;4;1;1;2;71;0;0;0;0;0;0;0
5;1002885;Поступление зарплаты на счет;Другое;0;0.53;женский;0;0;высшее;специалист;>250;0;81;27;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1002905;2НДФЛ;Ремонт;1;0.18;мужской;2;0;незаконченное высшее;менеджер среднего звена;< 50;0;20;38;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1002925;Форма банка (без печати работодателя);Ремонт;0;0.43;мужской;1;0;высшее;менеджер среднего звена;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1002945;Поступление зарплаты на счет;Ремонт;1;0.39;женский;1;0;высшее;специалист;>250;0;35;43;Торговля;ООО;разведен / разведена;1;0;0;0;0;0.0142857143;0;0;0;0;0.3333333333;1;2;69;3;0;0;6;57;1;0;0;0;0;0;0
5;1002965;;Покупка недвижимости/ строительство;0;;женский;1;0;высшее;другое;;1;68;33;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1002985;Поступление зарплаты на счет;Покупка автомобиля;0;0.16;мужской;0;0;высшее;специалист;>250;1;46;55;Торговля;ООО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0;0;2;9;2;0;1;9;94;0;0;0;0;0;0;0
5;1003005;Поступление зарплаты на счет;Отпуск;0;0.16;мужской;1;0;высшее;специалист;>250;0;50;32;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1003025;2НДФЛ;Ремонт;1;0.59;женский;1;0;высшее;специалист;>250;0;61;39;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1003045;Форма банка (без печати работодателя);Ремонт;1;0.22;мужской;0;0;высшее;специалист;>250;0;27;27;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1003065;2НДФЛ;Ремонт;0;0.17;женский;0;0;высшее;вспомогательный персонал;>250;0;19;32;Торговля;ЗАО;холост / не замужем;0;0;0;0;0;0;0;0;0;0;0.5;1;1;15;2;0;1;29;29;0;0;0;0;0;0;0
5;1003085;Поступление зарплаты на счет;Ремонт;1;0.39;женский;0;0;среднее;рабочий;>250;1;15;43;Другое;ООО;женат / замужем;1;1;1;0;0;0;0;1;1;1;0.2857142857;2;5;43;7;2;1;0;87;0;0;0;0;0;0;0
5;1003105;Свободная форма с печатью работодателя;Ремонт;1;0.48;женский;0;0;высшее;менеджер среднего звена;>250;0;79;43;Торговля;ООО;холост / не замужем;9;9;8;4;3;0.0173913043;1;0;0;0;0.3333333333;2;4;113;6;2;1;27;76;1;0;0;0;0;0;0
5;1003125;2НДФЛ;Покупка автомобиля;0;0.4;мужской;0;0;среднее-специальное;специалист;>250;0;7;24;Другое;Государственное предприятие;женат / замужем;3;2;2;2;2;;;;;;;;;;;;;;;;;;;;;
5;1003145;Форма банка (без печати работодателя);Ремонт;1;0.57;женский;0;0;высшее;вспомогательный персонал;< 50;0;63;43;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1003165;Поступление зарплаты на счет;Отпуск;1;0.33;мужской;3;0;высшее;менеджер среднего звена;>250;0;47;33;Торговля;Государственное предприятие;повторный брак;1;1;1;1;0;0.0363636364;0;1;1;1;0.3333333333;1;2;53;3;0;1;0;86;1;0;0;0;0;0;0
5;1003185;Форма банка (без печати работодателя);Ремонт;1;0.19;мужской;2;0;высшее;менеджер высшего звена;< 50;0;50;33;Информационные технологии;ООО;женат / замужем;0;0;0;0;0;0;1;0;0;0;0.1666666667;1;5;146;6;0;2;37;88;0;0;0;0;0;0;0
5;1003205;2НДФЛ;Ремонт;1;0.24;женский;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1003225;2НДФЛ;Ремонт;0;0.37;женский;0;0;высшее;специалист;>250;1;13;27;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1003245;Свободная форма с печатью работодателя;Ремонт;1;0.16;женский;0;0;высшее;менеджер среднего звена;< 50;0;49;40;Торговля;ООО;холост / не замужем;1;1;0;0;0;0.2166666667;0;0;0;0;0.25;1;3;94;4;0;1;81;94;1;1;0;0;0;0;0
5;1003265;2НДФЛ;Ремонт;0;0.26;женский;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1003285;Поступление зарплаты на счет;Ремонт;1;0.37;женский;0;0;высшее;специалист;>250;0;15;41;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1003305;Форма банка (без печати работодателя);Покупка автомобиля;1;0.44;женский;0;0;среднее-специальное;рабочий;>250;0;127;43;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1003325;2НДФЛ;Ремонт;0;0.27;женский;1;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1003345;2НДФЛ;Покупка недвижимости/ строительство;1;0.22;мужской;0;0;высшее;специалист;>250;0;34;34;Информационные технологии;Иная форма;женат / замужем;0;0;0;0;0;0;0;0;0;0;0.5;2;2;39;4;0;0;15;41;0;0;0;0;0;0;0
5;1003365;Свободная форма с печатью работодателя;Ремонт;0;0.23;женский;1;0;высшее;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1003385;Поступление зарплаты на счет;Отпуск;1;0.13;мужской;0;0;среднее-специальное;рабочий;>250;0;209;42;Другое;ООО;холост / не замужем;0;0;0;0;0;0.675862069;0;0;0;0;0;0;3;47;3;0;2;71;95;1;1;1;1;0;0;0
5;1003405;Форма банка (без печати работодателя);Покупка автомобиля;0;0.28;мужской;0;0;среднее-специальное;вспомогательный персонал;>250;0;376;53;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1003425;Поступление зарплаты на счет;Другое;0;0.44;мужской;0;0;второе высшее;специалист;>250;0;39;26;Другое;ЗАО;холост / не замужем;0;0;0;0;0;0.1142857143;0;0;0;0;0.25;1;3;31;4;1;2;7;40;1;0;0;0;0;0;0
5;1003445;Форма банка (без печати работодателя);Ремонт;1;0.36;мужской;2;0;высшее;менеджер высшего звена;< 50;0;25;32;Торговля;ООО;женат / замужем;2;1;1;0;0;0;1;1;0;0;0.5;3;3;97;6;0;0;5;96;0;0;0;0;0;0;0
5;1003465;Поступление зарплаты на счет;Ремонт;1;0.28;мужской;4;0;высшее;вспомогательный персонал;>250;0;169;44;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
